time,env_t,obj_t
00:04:37,20.09,5.59
00:04:38,20.13,5.63
00:04:40,20.11,5.55
00:04:41,20.13,5.45
00:04:42,20.11,5.45
00:04:43,20.11,5.55
00:04:44,20.11,5.59
00:04:45,20.11,5.59
00:04:46,20.17,5.63
00:04:47,20.13,5.59
00:04:48,20.13,5.59
00:04:49,20.09,5.51
00:04:50,20.09,5.55
00:04:51,20.19,5.41
00:04:52,20.11,5.41
00:04:53,20.13,5.45
00:04:54,20.13,5.55
00:04:55,20.13,5.41
00:04:56,20.17,5.51
00:04:57,20.11,5.45
00:04:58,20.13,5.55
00:04:59,20.11,5.45
00:05:00,20.13,5.19
00:05:01,20.13,5.05
00:05:02,20.17,5.15
00:05:03,20.13,5.07
00:05:04,20.11,5.05
00:05:05,20.17,5.05
00:05:06,20.19,5.19
00:05:07,20.13,5.15
00:05:09,20.13,5.27
00:05:10,20.11,5.23
00:05:11,20.13,5.11
00:05:12,20.11,5.11
00:05:13,20.17,4.89
00:05:14,20.17,4.81
00:05:15,20.17,4.67
00:05:16,20.17,4.75
00:05:17,20.17,4.59
00:05:18,20.13,4.75
00:05:19,20.11,4.75
00:05:20,20.13,4.81
00:05:21,20.17,4.89
00:05:22,20.17,4.97
00:05:23,20.13,5.01
00:05:24,20.11,5.05
00:05:25,20.13,5.01
00:05:26,20.21,5.11
00:05:27,20.17,5.11
00:05:28,20.13,5.11
00:05:29,20.19,5.15
00:05:30,20.17,5.07
00:05:31,20.19,5.07
00:05:32,20.17,4.89
00:05:33,20.19,4.85
00:05:34,20.17,4.75
00:05:35,20.19,4.71
00:05:36,20.19,4.27
00:05:37,20.13,4.27
00:05:39,20.19,4.37
00:05:40,20.19,4.67
00:05:41,20.17,4.33
00:05:42,20.13,4.57
00:05:43,20.19,4.53
00:05:44,20.19,4.59
00:05:45,20.17,4.33
00:05:46,20.17,4.27
00:05:47,20.19,4.31
00:05:48,20.21,4.41
00:05:49,20.19,4.41
00:05:50,20.17,4.37
00:05:51,20.17,4.37
00:05:52,20.21,4.37
00:05:53,20.17,4.27
00:05:54,20.17,4.19
00:05:55,20.17,4.19
00:05:56,20.17,4.23
00:05:57,20.19,4.31
00:05:58,20.19,4.19
00:05:59,20.21,4.37
00:06:00,20.17,4.33
00:06:01,20.17,4.41
00:06:02,20.19,4.37
00:06:03,20.19,3.89
00:06:04,20.19,3.79
00:06:05,20.19,3.71
00:06:06,20.17,3.55
00:06:07,20.19,3.67
00:06:09,20.19,4.19
00:06:10,20.17,4.01
00:06:11,20.17,3.93
00:06:12,20.21,3.93
00:06:13,20.23,3.85
00:06:14,20.21,3.63
00:06:15,20.19,3.59
00:06:16,20.17,3.55
00:06:17,20.19,3.63
00:06:18,20.19,3.71
00:06:19,20.17,3.59
00:06:20,20.19,3.55
00:06:21,20.17,3.55
00:06:22,20.21,3.59
00:06:23,20.17,3.53
00:06:24,20.19,3.53
00:06:25,20.17,3.49
00:06:26,20.17,3.53
00:06:27,20.17,3.49
00:06:28,20.23,3.55
00:06:29,20.21,3.53
00:06:30,20.17,3.45
00:06:31,20.23,3.49
00:06:32,20.21,3.33
00:06:33,20.19,3.41
00:06:34,20.19,3.25
00:06:35,20.19,3.19
00:06:36,20.21,3.15
00:06:38,20.21,2.95
00:06:39,20.19,2.69
00:06:40,20.17,2.55
00:06:41,20.19,2.69
00:06:42,20.13,2.77
00:06:43,20.19,2.59
00:06:44,20.19,2.69
00:06:45,20.17,2.85
00:06:46,20.21,2.89
00:06:47,20.19,2.69
00:06:48,20.19,2.77
00:06:49,20.21,2.89
00:06:50,20.19,2.91
00:06:51,20.19,2.89
00:06:52,20.19,2.85
00:06:53,20.21,2.89
00:06:54,20.19,2.77
00:06:55,20.19,2.77
00:06:56,20.21,2.69
00:06:57,20.21,2.69
00:06:58,20.21,2.59
00:06:59,20.21,2.69
00:07:00,20.21,2.61
00:07:01,20.21,2.61
00:07:02,20.19,2.61
00:07:03,20.11,2.51
00:07:04,20.17,2.31
00:07:05,20.17,2.31
00:07:06,20.19,2.25
00:07:08,20.17,2.27
00:07:09,20.17,2.05
00:07:10,20.19,2.01
00:07:11,20.21,1.97
00:07:12,20.19,1.97
00:07:13,20.21,1.89
00:07:14,20.19,1.89
00:07:15,20.19,2.01
00:07:16,20.19,2.01
00:07:17,20.19,1.97
00:07:18,20.23,2.01
00:07:19,20.19,1.93
00:07:20,20.19,1.89
00:07:21,20.17,1.83
00:07:22,20.19,1.75
00:07:23,20.21,1.71
00:07:24,20.23,1.59
00:07:25,20.17,1.75
00:07:26,20.21,1.83
00:07:27,20.21,1.75
00:07:28,20.19,1.75
00:07:29,20.19,1.75
00:07:30,20.19,1.79
00:07:31,20.19,1.67
00:07:32,20.21,1.71
00:07:33,20.17,1.83
00:07:34,20.21,1.75
00:07:35,20.17,1.59
00:07:37,20.17,1.51
00:07:38,20.17,1.67
00:07:39,20.19,1.55
00:07:40,20.19,1.37
00:07:41,20.21,1.37
00:07:42,20.19,1.13
00:07:43,20.23,1.01
00:07:44,20.17,1.17
00:07:45,20.23,1.41
00:07:46,20.21,1.47
00:07:47,20.21,1.43
00:07:48,20.21,0.87
00:07:49,20.21,0.75
00:07:50,20.19,0.83
00:07:51,20.21,0.97
00:07:52,20.21,1.05
00:07:53,20.21,1.13
00:07:54,20.17,1.13
00:07:55,20.23,1.21
00:07:56,20.23,1.13
00:07:57,20.21,1.01
00:07:58,20.21,0.95
00:07:59,20.17,0.79
00:08:00,20.23,0.83
00:08:01,20.19,0.83
00:08:02,20.21,0.91
00:08:03,20.19,0.75
00:08:04,20.17,0.63
00:08:05,20.19,0.75
00:08:07,20.23,0.91
00:08:08,20.21,0.91
00:08:09,20.21,1.05
00:08:10,20.25,1.09
00:08:11,20.23,0.97
00:08:12,20.21,0.79
00:08:13,20.19,0.67
00:08:14,20.19,0.75
00:08:15,20.19,0.71
00:08:16,20.23,0.71
00:08:17,20.19,0.59
00:08:18,20.21,0.55
00:08:19,20.17,0.67
00:08:20,20.19,0.67
00:08:21,20.21,0.75
00:08:22,20.19,0.67
00:08:23,20.17,0.67
00:08:24,20.19,0.71
00:08:25,20.21,0.55
00:08:26,20.17,0.55
00:08:27,20.21,0.63
00:08:28,20.21,0.63
00:08:29,20.17,0.55
00:08:30,20.21,0.41
00:08:31,20.21,0.43
00:08:32,20.19,0.41
00:08:33,20.19,0.33
00:08:34,20.17,0.33
00:08:36,20.21,0.25
00:08:37,20.19,0.21
00:08:38,20.21,0.05
00:08:39,20.13,0.17
00:08:40,20.19,0.17
00:08:41,20.17,0.37
00:08:42,20.21,0.29
00:08:43,20.21,0.29
00:08:44,20.21,0.37
00:08:45,20.19,0.25
00:08:46,20.17,0.17
00:08:47,20.17,0.09
00:08:48,20.17,0.09
00:08:49,20.17,0.17
00:08:50,20.19,0.29
00:08:51,20.19,0.33
00:08:52,20.19,0.29
00:08:53,20.21,0.33
00:08:54,20.23,0.33
00:08:55,20.13,0.29
00:08:56,20.17,0.25
00:08:57,20.21,0.29
00:08:58,20.19,0.13
00:08:59,20.19,0.13
00:09:00,20.17,0.29
00:09:01,20.19,0.13
00:09:02,20.19,-0.11
00:09:03,20.19,-0.19
00:09:04,20.19,0.01
00:09:06,20.17,0.17
00:09:07,20.19,0.21
00:09:08,20.19,0.33
00:09:09,20.13,0.29
00:09:10,20.17,0.33
00:09:11,20.17,0.13
00:09:12,20.17,0.21
00:09:13,20.17,0.13
00:09:14,20.13,0.13
00:09:15,20.19,0.17
00:09:16,20.17,0.17
00:09:17,20.21,0.17
00:09:18,20.19,0.25
00:09:19,20.17,0.17
00:09:20,20.17,0.09
00:09:21,20.19,0.17
00:09:22,20.13,0.05
00:09:23,20.21,0.09
00:09:24,20.17,-0.11
00:09:25,20.21,0.05
00:09:26,20.17,0.13
00:09:27,20.19,0.01
00:09:28,20.13,-0.19
00:09:29,20.13,-0.15
00:09:30,20.13,-0.19
00:09:31,20.21,-0.19
00:09:32,20.17,-0.27
00:09:33,20.17,-0.23
00:09:35,20.19,-0.19
00:09:36,20.17,0.01
00:09:37,20.19,0.01
00:09:38,20.17,-0.15
00:09:39,20.19,-0.33
00:09:40,20.19,-0.29
00:09:41,20.19,-0.37
00:09:42,20.17,-0.29
00:09:43,20.13,-0.45
00:09:44,20.17,-0.77
00:09:45,20.13,-0.81
00:09:46,20.17,-0.81
00:09:47,20.13,-0.89
00:09:48,20.11,-0.89
00:09:49,20.11,-0.57
00:09:50,20.17,-0.49
00:09:51,20.17,-0.49
00:09:52,20.13,-0.49
00:09:53,20.13,-0.41
00:09:54,20.11,-0.37
00:09:55,20.11,-0.37
00:09:56,20.13,-0.37
00:09:57,20.11,-0.45
00:09:58,20.11,-0.77
00:09:59,20.13,-0.81
00:10:00,20.17,-0.89
00:10:01,20.17,-0.65
00:10:02,20.17,-0.85
00:10:03,20.17,-0.85
00:10:05,20.13,-0.77
00:10:06,20.13,-0.57
00:10:07,20.13,-0.69
00:10:08,20.17,-0.85
00:10:09,20.17,-0.81
00:10:10,20.13,-0.81
00:10:11,20.17,-0.61
00:10:12,20.13,-0.93
00:10:13,20.13,-1.13
00:10:14,20.17,-1.05
00:10:15,20.17,-0.89
00:10:16,20.11,-1.01
00:10:17,20.13,-1.09
00:10:18,20.11,-1.25
00:10:19,20.17,-1.21
00:10:20,20.13,-1.17
00:10:21,20.11,-1.21
00:10:22,20.17,-1.21
00:10:23,20.11,-1.29
00:10:24,20.17,-1.13
00:10:25,20.13,-1.25
00:10:26,20.09,-1.35
00:10:27,20.13,-1.09
00:10:28,20.11,-1.09
00:10:29,20.09,-1.21
00:10:30,20.11,-1.21
00:10:31,20.07,-1.33
00:10:32,20.11,-1.05
00:10:34,20.09,-0.89
00:10:35,20.07,-0.81
00:10:36,20.11,-0.97
00:10:37,20.13,-0.93
00:10:38,20.11,-0.81
00:10:39,20.11,-0.73
00:10:40,20.11,-0.89
00:10:41,20.11,-0.89
00:10:42,20.11,-0.89
00:10:43,20.11,-1.09
00:10:44,20.09,-1.01
00:10:45,20.17,-1.13
00:10:46,20.13,-1.25
00:10:47,20.09,-1.29
00:10:48,20.11,-1.33
00:10:49,20.09,-1.35
00:10:50,20.11,-1.33
00:10:51,20.09,-1.39
00:10:52,20.11,-1.39
00:10:53,20.13,-1.33
00:10:54,20.13,-1.35
00:10:55,20.11,-1.39
00:10:56,20.11,-1.39
00:10:57,20.11,-1.59
00:10:58,20.13,-1.47
00:10:59,20.11,-1.43
00:11:00,20.11,-1.59
00:11:01,20.09,-1.59
00:11:02,20.11,-1.67
00:11:04,20.11,-1.67
00:11:05,20.11,-1.75
00:11:06,20.13,-1.55
00:11:07,20.13,-1.67
00:11:08,20.13,-1.71
00:11:09,20.09,-1.79
00:11:10,20.11,-2.03
00:11:11,20.13,-2.07
00:11:12,20.07,-2.15
00:11:13,20.07,-2.07
00:11:14,20.11,-1.99
00:11:15,20.09,-2.07
00:11:16,20.09,-2.03
00:11:17,20.11,-1.91
00:11:18,20.13,-2.03
00:11:19,20.11,-2.03
00:11:20,20.17,-2.07
00:11:21,20.11,-2.03
00:11:22,20.13,-2.07
00:11:23,20.13,-2.07
00:11:24,20.09,-2.11
00:11:25,20.11,-2.07
00:11:26,20.09,-2.07
00:11:27,20.07,-1.95
00:11:28,20.09,-1.95
00:11:29,20.09,-1.95
00:11:30,20.09,-2.07
00:11:31,20.11,-2.07
00:11:33,20.09,-2.19
00:11:34,20.07,-2.11
00:11:35,20.09,-2.19
00:11:36,20.09,-2.19
00:11:37,20.09,-2.15
00:11:38,20.07,-2.19
00:11:39,20.13,-2.23
00:11:40,20.09,-2.23
00:11:41,20.09,-2.27
00:11:42,20.11,-2.23
00:11:43,20.11,-2.15
00:11:44,20.13,-2.07
00:11:45,20.09,-2.23
00:11:46,20.11,-2.47
00:11:47,20.07,-2.59
00:11:48,20.09,-2.59
00:11:49,20.07,-2.39
00:11:50,20.07,-2.43
00:11:51,20.09,-2.39
00:11:52,20.13,-2.39
00:11:53,20.13,-2.43
00:11:54,20.07,-2.51
00:11:55,20.07,-2.31
00:11:56,20.09,-2.39
00:11:57,20.05,-2.59
00:11:58,20.07,-2.47
00:11:59,20.09,-2.47
00:12:00,20.03,-2.43
00:12:01,20.07,-2.55
00:12:03,20.05,-2.55
00:12:04,20.05,-2.43
00:12:05,20.05,-2.51
00:12:06,20.09,-2.51
00:12:07,20.07,-2.63
00:12:08,20.07,-2.59
00:12:09,20.07,-2.55
00:12:10,20.05,-2.63
00:12:11,20.03,-2.39
00:12:12,20.05,-2.31
00:12:13,20.09,-2.23
00:12:14,20.07,-2.19
00:12:15,20.09,-2.11
00:12:16,20.09,-2.11
00:12:17,20.11,-2.03
00:12:18,20.05,-2.15
00:12:19,20.05,-2.11
00:12:20,20.05,-2.27
00:12:21,20.09,-2.19
00:12:22,20.07,-2.19
00:12:23,20.05,-2.19
00:12:24,20.09,-2.23
00:12:25,20.07,-2.23
00:12:26,20.07,-2.23
00:12:27,20.07,-2.27
00:12:28,20.07,-2.31
00:12:29,20.07,-2.15
00:12:30,20.09,-2.23
00:12:32,20.11,-2.11
00:12:33,20.09,-2.31
00:12:34,20.07,-2.27
00:12:35,20.03,-2.15
00:12:36,20.07,-2.39
00:12:37,20.07,-2.19
00:12:38,20.05,-2.19
00:12:39,20.07,-2.23
00:12:40,20.07,-2.19
00:12:41,20.07,-2.27
00:12:42,20.09,-2.15
00:12:43,20.09,-2.39
00:12:44,20.11,-2.39
00:12:45,20.09,-2.43
00:12:46,20.07,-2.55
00:12:47,20.05,-2.55
00:12:48,20.05,-2.47
00:12:49,20.07,-2.27
00:12:50,20.09,-2.39
00:12:51,20.05,-2.47
00:12:52,20.11,-2.31
00:12:53,20.07,-2.35
00:12:54,20.07,-2.31
00:12:55,20.07,-2.23
00:12:56,20.09,-2.35
00:12:57,20.07,-2.39
00:12:58,20.07,-2.27
00:12:59,20.09,-2.39
00:13:01,20.07,-2.35
00:13:02,20.09,-2.51
00:13:03,20.09,-2.55
00:13:04,20.07,-2.59
00:13:05,20.09,-2.55
00:13:06,20.09,-2.79
00:13:07,20.05,-2.91
00:13:08,20.07,-2.67
00:13:09,20.07,-2.75
00:13:10,20.07,-2.91
00:13:11,20.07,-2.87
00:13:12,20.05,-3.03
00:13:13,20.05,-3.03
00:13:14,20.05,-2.55
00:13:15,20.05,-2.43
00:13:16,20.05,-2.43
00:13:17,20.09,-2.51
00:13:18,20.07,-2.47
00:13:19,20.07,-2.39
00:13:20,20.05,-2.55
00:13:21,20.03,-2.59
00:13:22,20.07,-2.59
00:13:23,20.05,-2.99
00:13:24,20.07,-2.99
00:13:25,20.05,-3.43
00:13:26,20.05,-3.39
00:13:27,20.05,-3.39
00:13:28,20.05,-3.23
00:13:29,20.03,-3.23
00:13:31,20.03,-3.27
00:13:32,20.01,-3.15
00:13:33,20.03,-3.15
00:13:34,20.01,-2.95
00:13:35,20.01,-2.91
00:13:36,20.01,-2.75
00:13:37,20.03,-2.75
00:13:38,20.03,-2.75
00:13:39,20.01,-2.87
00:13:40,20.01,-2.79
00:13:41,20.05,-2.55
00:13:42,20.03,-2.63
00:13:43,20.03,-2.75
00:13:44,20.01,-2.99
00:13:45,20.01,-3.15
00:13:46,19.99,-3.39
00:13:47,20.01,-3.39
00:13:48,19.99,-3.03
00:13:49,20.01,-2.91
00:13:50,20.01,-2.71
00:13:51,20.01,-3.03
00:13:52,20.01,-3.07
00:13:53,19.97,-3.07
00:13:54,20.03,-2.91
00:13:55,20.01,-2.91
00:13:56,20.03,-2.91
00:13:57,19.99,-2.95
00:13:58,20.01,-2.91
00:14:00,20.01,-2.67
00:14:01,20.03,-2.63
00:14:02,19.97,-2.67
00:14:03,19.97,-2.19
00:14:04,19.99,-2.15
00:14:05,19.97,-2.27
00:14:06,20.01,-2.23
00:14:07,20.03,-2.27
00:14:08,20.03,-2.35
00:14:09,20.01,-2.67
00:14:10,20.03,-2.99
00:14:11,20.03,-2.63
00:14:12,20.01,-2.71
00:14:13,19.97,-2.71
00:14:14,20.01,-2.59
00:14:15,19.99,-2.55
00:14:16,19.99,-2.19
00:14:17,19.99,-2.27
00:14:18,20.03,-2.47
00:14:19,20.01,-2.59
00:14:20,19.99,-2.35
00:14:21,20.03,-2.31
00:14:22,20.01,-2.35
00:14:23,20.05,-2.71
00:14:24,20.01,-2.71
00:14:25,20.01,-2.87
00:14:26,20.01,-2.91
00:14:27,19.97,-2.91
00:14:28,20.01,-2.79
00:14:30,19.97,-2.71
00:14:31,19.99,-2.47
00:14:32,20.01,-2.63
00:14:33,19.97,-2.55
00:14:34,19.99,-2.47
00:14:35,20.01,-2.31
00:14:36,20.01,-2.27
00:14:37,19.99,-2.23
00:14:38,19.99,-2.15
00:14:39,19.99,-2.15
00:14:40,20.03,-2.23
00:14:41,20.01,-1.99
00:14:42,20.01,-1.75
00:14:43,20.03,-1.95
00:14:44,19.97,-2.07
00:14:45,19.99,-2.11
00:14:46,20.01,-1.99
00:14:47,20.03,-1.91
00:14:48,20.03,-1.91
00:14:49,20.01,-1.87
00:14:50,20.01,-1.83
00:14:51,20.01,-1.99
00:14:52,20.03,-2.07
00:14:53,20.01,-1.99
00:14:54,20.01,-2.11
00:14:55,20.03,-2.11
00:14:56,20.01,-2.19
00:14:57,20.01,-2.11
00:14:59,19.99,-1.91
00:15:00,20.01,-2.15
00:15:01,19.99,-2.11
00:15:02,19.99,-2.19
00:15:03,19.99,-1.99
00:15:04,19.97,-1.95
00:15:05,20.05,-1.99
00:15:06,19.99,-1.91
00:15:07,20.03,-1.79
00:15:08,20.01,-1.71
00:15:09,20.01,-1.67
00:15:10,20.01,-1.59
00:15:11,20.01,-1.99
00:15:12,20.01,-2.27
00:15:13,19.99,-2.31
00:15:14,19.99,-2.35
00:15:15,20.01,-2.35
00:15:16,19.99,-2.27
00:15:17,19.99,-2.35
00:15:18,20.01,-2.23
00:15:19,19.97,-2.15
00:15:20,19.99,-2.23
00:15:21,20.01,-2.15
00:15:22,19.99,-2.19
00:15:23,19.97,-2.19
00:15:24,19.99,-1.99
00:15:25,19.97,-2.07
00:15:26,19.95,-2.19
00:15:28,19.97,-2.19
00:15:29,19.99,-2.15
00:15:30,19.97,-2.19
00:15:31,20.01,-2.11
00:15:32,19.95,-2.03
00:15:33,19.97,-2.07
00:15:34,19.99,-1.99
00:15:35,19.97,-1.91
00:15:36,19.97,-1.71
00:15:37,19.99,-1.71
00:15:38,19.97,-1.71
00:15:39,19.95,-1.67
00:15:40,19.99,-1.83
00:15:41,19.97,-2.23
00:15:42,19.99,-2.11
00:15:43,19.95,-1.87
00:15:44,19.95,-2.07
00:15:45,19.95,-2.23
00:15:46,19.99,-2.19
00:15:47,19.91,-2.19
00:15:48,19.91,-1.87
00:15:49,19.91,-1.67
00:15:50,19.95,-1.71
00:15:51,19.97,-1.79
00:15:52,19.95,-1.99
00:15:53,19.91,-1.95
00:15:54,19.91,-1.99
00:15:55,19.95,-1.63
00:15:56,19.91,-1.87
00:15:58,19.99,-1.71
00:15:59,19.95,-1.59
00:16:00,19.97,-1.21
00:16:01,19.95,-1.17
00:16:02,19.97,-1.25
00:16:03,19.97,-1.09
00:16:04,19.95,-1.05
00:16:05,19.97,-1.05
00:16:06,19.97,-1.17
00:16:07,19.99,-1.39
00:16:08,19.95,-1.87
00:16:09,19.99,-1.95
00:16:10,19.91,-1.91
00:16:11,19.99,-1.95
00:16:12,19.95,-2.07
00:16:13,19.97,-2.03
00:16:14,19.97,-2.03
00:16:15,19.95,-1.99
00:16:16,19.91,-1.87
00:16:17,19.97,-1.99
00:16:18,19.91,-1.67
00:16:19,19.91,-1.39
00:16:20,19.95,-1.39
00:16:21,19.97,-1.39
00:16:22,19.97,-1.39
00:16:23,19.95,-1.51
00:16:24,19.97,-1.55
00:16:25,19.95,-1.51
00:16:27,19.91,-1.59
00:16:28,19.95,-1.51
00:16:29,19.99,-1.51
00:16:30,19.97,-1.47
00:16:31,19.99,-1.43
00:16:32,19.95,-1.39
00:16:33,19.95,-1.55
00:16:34,19.95,-1.79
00:16:35,19.97,-1.75
00:16:36,19.97,-1.39
00:16:37,19.97,-1.55
00:16:38,19.95,-1.63
00:16:39,19.99,-1.63
00:16:40,19.97,-1.51
00:16:41,19.95,-1.59
